Position,Track Name,Artist,Streams,URL,Date,Region
10,Vacaciones,Wisin,8205,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,1/2/2017,ec
11,Closer,The Chainsmokers,8075,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/2/2017,ec
12,Dile Que Tu Me Quieres,Ozuna,8048,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,1/2/2017,ec
13,Andas En Mi Cabeza,Chino & Nacho,7732,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,1/2/2017,ec
14,One Dance,Drake,7437,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/2/2017,ec
15,Starboy,The Weeknd,7330,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/2/2017,ec
16,Shaky Shaky,Daddy Yankee,6974,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,1/2/2017,ec
17,Chillax,Farruko,6905,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1/2/2017,ec
18,Don't Wanna Know,Maroon 5,6883,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/2/2017,ec
19,Cuatro Babys,Maluma,6370,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,1/2/2017,ec
20,24K Magic,Bruno Mars,6287,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1/2/2017,ec
21,DUELE EL CORAZON,Enrique Iglesias,6205,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,1/2/2017,ec
22,My Way,Calvin Harris,6032,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,1/2/2017,ec
23,Me Llamas (feat. Maluma) - Remix,Piso 21,5875,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,1/2/2017,ec
24,Borro Cassette,Maluma,5822,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,1/2/2017,ec
25,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,5643,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,1/2/2017,ec
26,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5500,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,1/2/2017,ec
27,Cold Water (feat. Justin Bieber & MØ),Major Lazer,5363,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,1/2/2017,ec
28,In the Name of Love,Martin Garrix,4915,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,1/2/2017,ec
29,Desde Esa Noche,Thalía,4912,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,1/2/2017,ec
30,Gyal You A Party Animal - Remix,Charly Black,4894,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,1/2/2017,ec
31,Baila Conmigo,Juan Magán,4888,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,1/2/2017,ec
32,Don't Let Me Down,The Chainsmokers,4879,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,1/2/2017,ec
33,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,4762,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,1/2/2017,ec
34,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,4708,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,1/2/2017,ec
35,Bailame Despacio,Xantos,4692,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,1/2/2017,ec
36,Cheap Thrills,Sia,4569,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,1/2/2017,ec
37,Bobo,J Balvin,4520,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,1/2/2017,ec
38,Treat You Better,Shawn Mendes,4498,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,1/2/2017,ec
39,Gyal You A Party Animal,Charly Black,4417,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,1/2/2017,ec
40,La Gozadera,Gente De Zona,4309,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,1/2/2017,ec
41,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,4284,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/2/2017,ec
42,Hasta el Amanecer,Nicky Jam,4149,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,1/2/2017,ec
43,Fuego,Juanes,3976,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,1/2/2017,ec
44,Tan Fácil,CNCO,3975,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,1/2/2017,ec
45,Heathens,Twenty One Pilots,3970,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,1/2/2017,ec
46,Te Vas,Ozuna,3910,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,1/2/2017,ec
47,Por Fin Te Encontré,Cali Y El Dandee,3751,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,1/2/2017,ec
48,Te Quiero Pa´Mi,Don Omar,3618,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,1/2/2017,ec
49,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,3545,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,1/2/2017,ec
50,I Feel It Coming,The Weeknd,3484,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,1/2/2017,ec
51,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,3450,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,1/2/2017,ec
52,Side To Side,Ariana Grande,3361,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,1/2/2017,ec
53,Enamorándonos,Cabas,3321,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,1/2/2017,ec
54,This Is What You Came For,Calvin Harris,3194,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,1/2/2017,ec
55,Ride,Twenty One Pilots,3126,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,1/2/2017,ec
56,Manicomio,Cosculluela,3118,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,1/2/2017,ec
57,Deja Que Te Bese,Alejandro Sanz,3081,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,1/2/2017,ec
58,Faded,Alan Walker,3060,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,1/2/2017,ec
59,Ruleta Rusa,Kevin Roldan,3052,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,1/2/2017,ec
60,Work,Rihanna,3001,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,1/2/2017,ec
61,Cake By The Ocean,DNCE,2996,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,1/2/2017,ec
62,Photograph,Ed Sheeran,2919,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/2/2017,ec
63,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,2912,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,1/2/2017,ec
64,Work from Home,Fifth Harmony,2805,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,1/2/2017,ec
65,Stressed Out,Twenty One Pilots,2797,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1/2/2017,ec
66,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2673,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,1/2/2017,ec
67,Love Yourself,Justin Bieber,2652,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,1/2/2017,ec
68,Corazon De Seda (feat. Ozuna),Klasico,2602,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,1/2/2017,ec
69,Hymn For The Weekend - Seeb Remix,Coldplay,2519,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,1/2/2017,ec
